enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000005758,EE0001564,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000005808,EE0001580,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000005836,EE0001589,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000005855,EE0001595,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000005857,EE0001595,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000005858,EE0001595,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000005896,EE0001604,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000005900,EE0001605,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000005909,EE0001607,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000005927,EE0001610,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000005937,EE0001612,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000005940,EE0001613,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000005982,EE0001624,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000005983,EE0001624,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006066,EE0001644,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006104,EE0001654,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006140,EE0001664,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006141,EE0001665,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006159,EE0001670,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000006162,EE0001670,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006177,EE0001674,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000006198,EE0001683,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006228,EE0001695,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006239,EE0001697,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006240,EE0001698,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006249,EE0001700,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006258,EE0001702,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006265,EE0001704,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006302,EE0001713,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006306,EE0001713,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000006319,EE0001717,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006340,EE0001722,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006363,EE0001731,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006371,EE0001733,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000006388,EE0001736,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006393,EE0001737,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006408,EE0001741,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006413,EE0001742,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006420,EE0001745,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006457,EE0001756,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006483,EE0001763,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006525,EE0001775,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000006564,EE0001785,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000006605,EE0001797,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000006663,EE0001811,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006674,EE0001814,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006682,EE0001817,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006684,EE0001817,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006746,EE0001834,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000006751,EE0001835,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006780,EE0001843,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006811,EE0001851,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006820,EE0001854,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006862,EE0001862,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006866,EE0001864,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006894,EE0001872,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006902,EE0001874,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006921,EE0001879,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006931,EE0001882,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006936,EE0001883,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000006945,EE0001885,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000006974,EE0001895,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007028,EE0001910,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007065,EE0001919,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007083,EE0001925,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007091,EE0001926,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007142,EE0001942,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007147,EE0001943,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007155,EE0001947,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007165,EE0001949,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007166,EE0001949,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007168,EE0001949,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007192,EE0001956,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007220,EE0001962,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007281,EE0001981,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007290,EE0001982,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007304,EE0001986,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007311,EE0001987,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007319,EE0001989,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007326,EE0001991,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007338,EE0001993,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007339,EE0001994,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007343,EE0001995,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007396,EE0002010,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007417,EE0002017,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007420,EE0002017,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007427,EE0002020,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007467,EE0002030,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007500,EE0002037,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007545,EE0002050,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007551,EE0002052,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007607,EE0002069,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007614,EE0002070,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000007634,EE0002074,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007735,EE0002102,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007742,EE0002104,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000007773,EE0002111,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000007861,EE0002138,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007900,EE0002148,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007910,EE0002152,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007919,EE0002154,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007922,EE0002154,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007923,EE0002155,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007932,EE0002157,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000007983,EE0002168,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000007987,EE0002169,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000007999,EE0002172,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008005,EE0002173,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008025,EE0002182,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008067,EE0002192,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008071,EE0002193,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008132,EE0002208,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008168,EE0002218,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008173,EE0002219,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008176,EE0002220,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000008181,EE0002221,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008186,EE0002222,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008211,EE0002228,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008228,EE0002233,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008245,EE0002239,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008259,EE0002241,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008273,EE0002245,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008306,EE0002252,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008313,EE0002253,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008348,EE0002264,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008375,EE0002270,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008481,EE0002299,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008503,EE0002304,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008509,EE0002305,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008509,EE0002305,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008577,EE0002326,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008586,EE0002328,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008610,EE0002333,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008634,EE0002338,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008641,EE0002340,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008647,EE0002344,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008714,EE0002362,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008734,EE0002368,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000008744,EE0002370,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008776,EE0002378,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008781,EE0002379,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000008784,EE0002379,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008795,EE0002384,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000008824,EE0002392,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000008841,EE0002398,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
